37.73 -119.56 basin centroid
Elevation: 2200.0 m  Area: 460.0 km2

Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1995 1 1 12 35377.2 3.350 83.80 121.93 -9.66 -21.64 182.9
1995 1 2 12 35407.2 5.047 103.85 121.93 -11.20 -22.91 110.2
1995 1 3 12 35439.5 2.845 102.50 121.93 -13.80 -26.27 137.5
1995 1 4 12 35474.1 2.458 100.60 121.93 -9.59 -19.80 211.9
1995 1 5 12 35511.0 5.724 97.37 121.93 -12.51 -23.55 133.9
1995 1 6 12 35550.1 2.717 98.06 121.93 -10.62 -22.75 143.0
1995 1 7 12 35591.5 4.053 106.54 121.93 -11.97 -23.15 151.0
1995 1 8 12 35635.2 3.717 108.89 121.93 -11.38 -21.85 178.7
1995 1 9 12 35681.2 5.853 108.60 121.93 -9.10 -19.71 179.9
1995 1 10 12 35729.3 2.110 123.38 121.93 -10.07 -22.21 149.4
1995 1 11 12 35779.7 7.741 87.78 121.93 -9.20 -23.11 141.4
1995 1 12 12 35832.2 1.589 79.15 121.93 -10.42 -21.51 187.3
1995 1 13 12 35887.0 4.441 122.12 121.93 -10.35 -22.46 168.9
1995 1 14 12 35943.9 3.999 93.29 121.93 -13.63 -24.53 114.3
1995 1 15 12 36003.0 1.447 102.34 121.93 -11.45 -22.09 141.7
1995 1 16 12 36064.1 4.854 99.46 121.93 -11.32 -21.83 145.3
1995 1 17 12 36127.5 2.367 99.77 121.93 -9.16 -19.16 181.0
1995 1 18 12 36192.9 0.943 88.05 121.93 -11.76 -22.17 174.4
1995 1 19 12 36260.3 5.491 102.06 121.93 -10.60 -20.60 169.5
1995 1 20 12 36329.9 0.532 121.04 121.93 -10.66 -20.96 175.1
1995 1 21 12 36401.5 1.205 111.96 121.93 -9.25 -19.48 217.5
1995 1 22 12 36475.1 3.096 120.32 121.93 -11.18 -22.61 147.8
1995 1 23 12 36550.6 6.208 106.07 121.93 -9.73 -22.16 156.7
1995 1 24 12 36628.2 5.300 127.82 121.93 -13.51 -22.92 114.4
1995 1 25 12 36707.7 3.721 107.45 121.93 -13.35 -24.70 114.0
1995 1 26 12 36789.1 0.304 84.26 121.93 -14.33 -24.75 95.6
1995 1 27 12 36872.4 1.603 121.47 121.93 -9.70 -21.54 166.6
1995 1 28 12 36957.6 2.049 129.09 121.93 -9.84 -20.47 225.4
1995 1 29 12 37044.7 0.921 110.06 121.93 -9.47 -22.82 158.7
1995 1 30 12 37133.6 0.177 137.32 121.93 -11.79 -23.52 112.5
1995 1 31 12 37224.2 3.344 107.48 121.93 -11.58 -23.06 134.4
1995 2 1 12 37316.7 5.588 131.23 121.93 -10.87 -21.90 210.0
1995 2 2 12 37410.8 1.901 148.28 121.93 -8.48 -19.02 210.4
1995 2 3 12 37506.7 6.352 123.62 121.93 -8.05 -20.32 194.7
1995 2 4 12 37604.3 0.457 120.65 121.93 -9.34 -20.21 215.6
1995 2 5 12 37703.6 0.862 123.45 121.93 -9.98 -20.40 198.5
1995 2 6 12 37804.5 3.323 150.47 121.93 -8.41 -17.93 230.2
1995 2 7 12 37906.9 1.743 133.11 121.93 -10.73 -21.57 146.4
1995 2 8 12 38011.0 5.269 160.27 121.93 -10.86 -22.63 147.1
1995 2 9 12 38116.5 4.534 133.35 121.93 -10.40 -22.82 163.4
1995 2 10 12 38223.6 1.899 120.43 121.93 -11.60 -21.54 208.9
1995 2 11 12 38332.2 0.540 122.57 121.93 -10.31 -21.12 133.6
1995 2 12 12 38442.2 1.665 133.35 121.93 -11.65 -23.06 191.6
1995 2 13 12 38553.6 4.662 102.92 121.93 -8.35 -21.04 170.5
1995 2 14 12 38666.4 5.503 127.54 121.93 -8.98 -21.12 205.2
1995 2 15 12 38780.5 1.772 129.01 121.93 -7.56 -18.45 208.8
1995 2 16 12 38896.0 0.180 140.56 121.93 -12.05 -23.17 88.3
1995 2 17 12 39012.7 4.341 167.25 121.93 -6.66 -19.62 168.3
1995 2 18 12 39130.6 1.879 140.13 121.93 -11.77 -22.66 136.8
1995 2 19 12 39249.8 1.932 111.66 121.93 -11.10 -23.76 140.6
1995 2 20 12 39370.1 0.859 127.99 121.93 -10.13 -20.45 192.0
1995 2 21 12 39491.6 0.836 146.85 121.93 -7.13 -18.36 225.3
1995 2 22 12 39614.2 6.411 145.54 121.93 -8.64 -20.41 225.4
1995 2 23 12 39737.8 4.494 169.74 121.93 -9.22 -19.83 203.4
1995 2 24 12 39862.5 1.421 161.03 121.93 -9.93 -21.04 187.5
1995 2 25 12 39988.1 3.143 161.83 121.93 -10.68 -21.02 272.9
1995 2 26 12 40114.7 3.700 145.89 121.93 -6.79 -18.13 237.2
1995 2 27 12 40242.2 11.335 166.91 121.93 -7.17 -18.45 210.0
1995 2 28 12 40370.6 0.739 138.27 121.93 -6.20 -17.83 257.8
1995 3 1 12 40499.8 3.648 167.52 121.93 -7.50 -18.69 248.1
1995 3 2 12 40629.8 6.365 150.06 121.93 -11.93 -21.97 169.7
1995 3 3 12 40760.6 10.267 133.89 121.93 -9.69 -21.49 174.8
1995 3 4 12 40892.1 1.328 165.82 121.93 -6.99 -17.87 287.1
1995 3 5 12 41024.3 1.844 179.21 121.93 -8.09 -20.20 236.7
1995 3 6 12 41157.2 5.346 153.47 121.93 -8.23 -21.29 170.8
1995 3 7 12 41290.6 0.306 184.35 121.93 -8.90 -20.13 178.0
1995 3 8 12 41424.6 3.966 137.41 121.93 -5.67 -16.78 277.4
1995 3 9 12 41559.2 14.515 145.64 121.93 -6.26 -17.74 225.7
1995 3 10 12 41694.2 4.351 162.74 121.93 -6.03 -18.63 254.0
1995 3 11 12 41829.7 0.038 160.74 121.93 -7.58 -18.73 238.1
1995 3 12 12 41965.5 1.020 157.65 121.93 -6.20 -17.39 332.4
1995 3 13 12 42101.8 1.360 171.02 121.93 -8.31 -20.42 235.8
1995 3 14 12 42238.3 7.516 162.45 121.93 -6.33 -18.81 191.4
1995 3 15 12 42375.2 2.385 166.37 121.93 -9.76 -21.36 157.2
1995 3 16 12 42512.3 0.182 177.30 121.93 -8.15 -19.03 162.0
1995 3 17 12 42649.6 2.668 164.48 121.93 -6.11 -17.18 192.3
1995 3 18 12 42787.0 3.234 174.28 121.93 -1.89 -14.00 323.5
1995 3 19 12 42924.6 1.558 167.56 121.93 -7.98 -19.27 178.8
1995 3 20 12 43062.3 0.786 160.54 121.93 -6.97 -17.66 296.0
1995 3 21 12 43200.0 15.296 191.46 121.93 -4.60 -16.94 296.0
1995 3 22 12 43337.7 6.126 206.99 121.93 -2.09 -13.44 323.1
1995 3 23 12 43475.4 6.587 198.72 121.93 -4.26 -14.59 298.4
1995 3 24 12 43613.0 2.328 189.11 121.93 -3.33 -15.75 329.7
1995 3 25 12 43750.4 1.237 175.88 121.93 -4.70 -15.18 347.9
1995 3 26 12 43887.7 1.612 182.57 121.93 -4.77 -14.88 274.5
1995 3 27 12 44024.8 0.437 204.10 121.93 -3.69 -15.27 262.7
1995 3 28 12 44161.7 10.459 155.39 121.93 -4.62 -16.29 265.2
1995 3 29 12 44298.2 2.384 185.53 121.93 -2.35 -12.92 354.5
1995 3 30 12 44434.5 8.548 203.36 121.93 -5.65 -17.20 240.5
1995 3 31 12 44570.3 1.670 176.63 121.93 -1.72 -15.00 313.6
1995 4 1 12 44705.8 4.114 201.41 121.93 -2.80 -14.28 373.0
1995 4 2 12 44840.8 3.229 202.06 121.93 -2.98 -14.00 277.7
1995 4 3 12 44975.4 0.353 175.94 121.93 -4.93 -15.73 271.9
1995 4 4 12 45109.4 11.178 200.40 121.93 -3.73 -15.84 241.6
1995 4 5 12 45242.8 1.689 191.17 121.93 -0.27 -11.88 337.3
1995 4 6 12 45375.7 0.575 208.00 121.93 -2.18 -12.80 335.3
1995 4 7 12 45507.9 4.848 213.13 121.93 -1.25 -12.69 324.3
1995 4 8 12 45639.4 2.575 210.38 121.93 -2.78 -15.40 307.5
1995 4 9 12 45770.2 3.626 206.79 121.93 -1.30 -11.71 370.3
1995 4 10 12 45900.2 2.818 211.33 121.93 -3.11 -14.69 315.3
1995 4 11 12 46029.4 0.048 190.65 121.93 -0.70 -11.23 366.2
1995 4 12 12 46157.8 0.861 209.12 121.93 -0.09 -12.61 341.4
1995 4 13 12 46285.3 0.811 198.91 121.93 0.04 -11.46 360.3
1995 4 14 12 46411.9 5.857 227.59 121.93 -1.59 -12.58 340.8
1995 4 15 12 46537.5 2.568 223.62 121.93 -0.54 -12.01 372.3
1995 4 16 12 46662.2 4.006 224.83 121.93 0.98 -11.37 315.0
1995 4 17 12 46785.8 1.687 241.56 121.93 0.06 -13.25 343.7
1995 4 18 12 46908.4 4.136 212.13 121.93 0.16 -10.03 373.4
1995 4 19 12 47029.9 2.041 210.06 121.93 3.65 -7.55 438.8
1995 4 20 12 47150.2 1.872 214.20 121.93 -0.43 -10.89 335.3
1995 4 21 12 47269.4 2.870 196.66 121.93 2.83 -7.83 432.6
1995 4 22 12 47387.3 2.609 199.02 121.93 -0.32 -11.24 383.5
1995 4 23 12 47504.0 16.180 232.36 121.93 2.60 -9.06 432.6
1995 4 24 12 47619.5 0.783 203.27 121.93 2.89 -8.12 402.0
1995 4 25 12 47733.6 0.250 209.21 121.93 1.27 -8.99 432.5
1995 4 26 12 47846.4 3.173 224.94 121.93 0.41 -10.92 415.7
1995 4 27 12 47957.8 0.921 221.39 121.93 -0.51 -10.39 377.4
1995 4 28 12 48067.8 0.539 241.96 121.93 1.72 -10.87 382.5
1995 4 29 12 48176.4 12.924 230.67 121.93 3.64 -9.04 357.1
1995 4 30 12 48283.5 0.720 218.86 121.93 1.44 -9.17 389.7
1995 5 1 12 48389.0 0.113 246.46 121.93 3.40 -8.65 435.1
1995 5 2 12 48493.1 11.997 243.86 121.93 1.25 -8.52 458.3
1995 5 3 12 48595.5 0.487 212.79 121.93 3.31 -7.02 441.7
1995 5 4 12 48696.4 18.291 238.75 121.93 2.14 -7.99 520.4
