41.4 -77.9 basin centroid
Elevation: 350.0 m  Area: 150.0 km2

Year Mnth Day Hr dayl(s) prcp(mm/day) srad(W/m2) swe(mm) tmax(C) tmin(C) vp(Pa)
1995 1 1 12 35377.2 6.867 121.64 6.33 0.41 -8.62 408.6
1995 1 2 12 35407.2 2.090 106.82 6.33 -3.68 -11.41 379.2
1995 1 3 12 35439.5 2.006 84.02 6.33 0.41 -8.82 460.1
1995 1 4 12 35474.1 1.227 114.74 6.33 -3.04 -12.25 364.4
1995 1 5 12 35511.0 0.960 89.49 6.33 0.50 -7.96 439.8
1995 1 6 12 35550.1 1.294 83.97 6.33 0.93 -6.83 396.3
1995 1 7 12 35591.5 2.210 104.36 6.33 -2.83 -12.02 394.6
1995 1 8 12 35635.2 3.551 105.17 6.33 -0.67 -8.93 393.1
1995 1 9 12 35681.2 4.112 110.73 6.33 -1.90 -10.88 365.8
1995 1 10 12 35729.3 2.788 106.60 6.33 -1.23 -10.37 329.8
1995 1 11 12 35779.7 3.871 109.12 6.33 -3.88 -12.91 345.7
1995 1 12 12 35832.2 2.172 100.62 6.33 -3.35 -12.70 422.8
1995 1 13 12 35887.0 3.393 108.27 6.33 -2.75 -12.21 351.6
1995 1 14 12 35943.9 0.861 115.37 6.33 -3.27 -10.22 371.6
1995 1 15 12 36003.0 2.890 123.97 6.33 -3.12 -12.29 349.5
1995 1 16 12 36064.1 0.572 112.32 6.33 -1.76 -11.00 415.8
1995 1 17 12 36127.5 0.917 103.62 6.33 -2.68 -10.13 424.2
1995 1 18 12 36192.9 1.083 114.72 6.33 -1.73 -10.45 378.0
1995 1 19 12 36260.3 1.123 127.65 6.33 -1.44 -10.33 425.4
1995 1 20 12 36329.9 1.732 126.91 6.33 -1.88 -10.31 438.6
1995 1 21 12 36401.5 2.529 100.09 6.33 -3.76 -12.62 380.0
1995 1 22 12 36475.1 0.416 129.18 6.33 -1.97 -11.02 357.4
1995 1 23 12 36550.6 0.012 113.64 6.33 -3.29 -11.45 392.3
1995 1 24 12 36628.2 4.797 108.50 6.33 -0.54 -11.12 371.5
1995 1 25 12 36707.7 4.699 108.00 6.33 -4.78 -14.00 322.9
1995 1 26 12 36789.1 5.356 100.26 6.33 -4.02 -13.18 314.8
1995 1 27 12 36872.4 1.224 127.84 6.33 -3.10 -11.95 317.0
1995 1 28 12 36957.6 0.837 127.48 6.33 -3.48 -11.77 348.5
1995 1 29 12 37044.7 2.802 112.09 6.33 -1.57 -10.13 354.5
1995 1 30 12 37133.6 0.705 114.63 6.33 -0.99 -10.13 367.9
1995 1 31 12 37224.2 2.871 133.84 6.33 -0.17 -9.24 409.5
1995 2 1 12 37316.7 3.208 112.07 6.33 -1.50 -10.53 374.7
1995 2 2 12 37410.8 4.678 146.51 6.33 -3.80 -14.83 268.2
1995 2 3 12 37506.7 5.458 136.61 6.33 -3.12 -12.03 317.6
1995 2 4 12 37604.3 0.132 131.31 6.33 -1.51 -11.16 382.7
1995 2 5 12 37703.6 0.251 118.77 6.33 -0.38 -9.53 428.3
1995 2 6 12 37804.5 4.319 101.44 6.33 -1.80 -10.02 395.1
1995 2 7 12 37906.9 2.617 141.63 6.33 -2.18 -10.96 374.7
1995 2 8 12 38011.0 0.037 142.48 6.33 -2.42 -11.78 330.6
1995 2 9 12 38116.5 1.885 152.79 6.33 0.15 -8.92 392.5
1995 2 10 12 38223.6 3.383 120.76 6.33 -2.68 -11.29 385.8
1995 2 11 12 38332.2 0.452 109.79 6.33 0.91 -8.69 388.0
1995 2 12 12 38442.2 0.966 142.07 6.33 -1.26 -10.91 376.0
1995 2 13 12 38553.6 1.352 163.45 6.33 -0.31 -8.10 417.6
1995 2 14 12 38666.4 2.464 140.09 6.33 -0.95 -9.86 371.5
1995 2 15 12 38780.5 5.932 144.89 6.33 0.92 -7.79 426.9
1995 2 16 12 38896.0 5.596 128.38 6.33 -1.48 -9.79 446.7
1995 2 17 12 39012.7 1.095 124.69 6.33 -0.87 -9.78 410.5
1995 2 18 12 39130.6 1.139 146.43 6.33 0.14 -8.45 498.9
1995 2 19 12 39249.8 4.561 129.16 6.33 0.95 -8.34 428.4
1995 2 20 12 39370.1 4.430 123.28 6.33 0.52 -8.10 448.2
1995 2 21 12 39491.6 2.254 166.55 6.33 -0.03 -10.11 330.6
1995 2 22 12 39614.2 0.959 136.62 6.33 -0.63 -9.79 382.3
1995 2 23 12 39737.8 2.949 141.06 6.33 -0.73 -10.51 361.8
1995 2 24 12 39862.5 1.097 113.64 6.33 2.54 -5.51 467.6
1995 2 25 12 39988.1 3.104 150.04 6.33 -1.41 -12.39 378.3
1995 2 26 12 40114.7 0.287 135.30 6.33 0.68 -9.11 423.3
1995 2 27 12 40242.2 8.330 165.95 6.33 0.09 -9.28 368.4
1995 2 28 12 40370.6 2.666 148.98 6.33 -0.19 -7.72 408.4
1995 3 1 12 40499.8 4.077 154.53 6.33 0.01 -8.55 430.9
1995 3 2 12 40629.8 2.459 128.14 6.33 -0.78 -10.23 392.4
1995 3 3 12 40760.6 0.362 158.06 6.33 2.52 -5.67 519.1
1995 3 4 12 40892.1 1.937 170.87 6.33 0.54 -9.49 361.9
1995 3 5 12 41024.3 0.399 175.16 6.33 2.53 -6.64 489.3
1995 3 6 12 41157.2 3.445 186.24 6.33 1.12 -7.84 465.0
1995 3 7 12 41290.6 0.726 169.56 6.33 0.75 -7.85 415.6
1995 3 8 12 41424.6 1.781 169.53 6.33 2.24 -7.68 434.4
1995 3 9 12 41559.2 6.817 178.08 6.33 4.50 -5.22 524.8
1995 3 10 12 41694.2 15.023 153.17 6.33 2.64 -4.99 424.5
1995 3 11 12 41829.7 12.939 173.10 6.33 3.38 -4.92 513.9
1995 3 12 12 41965.5 4.874 172.13 6.33 4.28 -5.72 508.8
1995 3 13 12 42101.8 4.230 184.41 6.33 4.69 -4.17 516.9
1995 3 14 12 42238.3 2.471 177.46 6.33 2.54 -7.32 455.5
1995 3 15 12 42375.2 1.283 158.58 6.33 3.23 -3.62 480.0
1995 3 16 12 42512.3 1.762 170.54 6.33 3.01 -5.06 445.8
1995 3 17 12 42649.6 4.683 150.85 6.33 3.53 -4.64 501.2
1995 3 18 12 42787.0 6.101 174.24 6.33 5.44 -4.23 549.9
1995 3 19 12 42924.6 3.250 168.51 6.33 5.39 -3.73 515.9
1995 3 20 12 43062.3 0.833 189.14 6.33 4.70 -3.65 535.2
1995 3 21 12 43200.0 4.128 223.00 6.33 4.62 -4.73 463.4
1995 3 22 12 43337.7 2.901 191.89 6.33 3.66 -5.66 479.8
1995 3 23 12 43475.4 4.083 174.26 6.33 4.71 -5.21 453.0
1995 3 24 12 43613.0 3.287 195.77 6.33 4.82 -4.51 546.4
1995 3 25 12 43750.4 0.255 163.23 6.33 5.73 -3.07 508.3
1995 3 26 12 43887.7 2.833 181.96 6.33 4.65 -4.76 492.7
1995 3 27 12 44024.8 1.728 192.53 6.33 6.77 -1.50 567.9
1995 3 28 12 44161.7 9.277 197.61 6.33 6.52 -1.50 560.7
1995 3 29 12 44298.2 0.705 207.59 6.33 4.55 -4.25 506.1
1995 3 30 12 44434.5 6.038 212.10 6.33 5.35 -3.75 526.5
1995 3 31 12 44570.3 5.143 182.46 6.33 6.94 -0.84 572.0
1995 4 1 12 44705.8 1.060 179.19 6.33 4.57 -4.11 551.0
1995 4 2 12 44840.8 2.959 200.86 6.33 7.09 -2.28 587.0
